Human-Readable Term,Reduction Steps,Normal Form,Normal Form Size
K(KS(SK(KS))),1,KS,2
K(KS(S(KKS))),1,KS,2
K(KS(S(K(KS)))),1,KS,2
KK(SS)KKK,2,KK,2
K(KS)(SK)KK,2,SK,2
K(KS(SK))KK,2,SK,2
KKSS(KK)K,2,SK,2
K(KS)S(KK)K,2,SK,2
KK(SS)(KK)K,2,KK,2
K(KSS)(KK)K,2,SK,2
K(K(SS))(KK)K,2,SS,2
KK(SSKK)K,1,KK,2
KK(S(SK)K)K,1,KK,2
KK(SS(KK))K,1,KK,2
KK(S(SKK))K,1,KK,2
KK(S(S(KK)))K,1,KK,2
K(KS(SK)K)K,2,SK,2
K(K(SS)(KK))K,2,SS,2
K(K(SS))K(KK),2,SS,2
KKS(SK)(KK),2,SK,2
K(KSSK)(KK),2,SK,2
K(K(SS)K)(KK),2,SS,2
KK(SS)(KKK),2,KK,2
KKS(SKKK),3,KK,2
K(KS)(SKKK),1,KS,2
K(KS)(S(KK)K),1,KS,2
K(KS)(SK(KK)),1,KS,2
K(KS)(S(KKK)),1,KS,2
K(KS)(S(K(KK))),1,KS,2
K(KSSKKK),3,KK,2
K(KS(SKKK)),1,KS,2
K(KS(S(KK)K)),1,KS,2
K(KS(SK(KK))),1,KS,2
K(KS(S(KKK))),1,KS,2
K(KS(S(K(KK)))),1,KS,2
KK(SK)SSS,2,SS,2
K(KS)(KS)SS,2,SS,2
K(KS(KS))SS,2,SS,2
KKSK(SS)S,2,KS,2
K(KS)K(SS)S,2,SS,2
KK(SK)(SS)S,2,SS,2
K(KSK)(SS)S,2,SS,2
K(K(SK))(SS)S,2,SK,2
KK(SKSS)S,1,KS,2
KK(S(KS)S)S,1,KS,2
KK(SK(SS))S,1,KS,2
KK(S(KSS))S,1,KS,2
KK(S(K(SS)))S,1,KS,2
K(KS(KS)S)S,2,SS,2
K(K(SK)(SS))S,2,SK,2
K(K(SKSS))S,3,KS,2
K(K(SK))S(SS),2,SK,2
KKS(KS)(SS),2,KS,2
K(KSKS)(SS),2,SS,2
K(K(SK)S)(SS),2,SK,2
KKS(KS(SS)),2,KS,2
K(KS)(KSSS),1,KS,2
K(KS)(K(SS)S),1,KS,2
K(KS)(KS(SS)),1,KS,2
K(KS)(K(SSS)),1,KS,2
K(KS)(K(S(SS))),1,KS,2
K(K(SK)SSS),3,KS,2
K(K(SKS)SS),3,KS,2
K(K(SKSS)S),3,KS,2
K(KS(KSSS)),1,KS,2
K(KS(K(SS)S)),1,KS,2
K(KS(KS(SS))),1,KS,2
K(KS(K(SSS))),1,KS,2
K(KS(K(S(SS)))),1,KS,2
KK(SK)SSK,2,SK,2
K(KS)(KS)SK,2,SK,2
K(KS(KS))SK,2,SK,2
KKSK(SS)K,2,KK,2
K(KS)K(SS)K,2,SK,2
KK(SK)(SS)K,2,SS,2
K(KSK)(SS)K,2,SK,2
K(K(SK))(SS)K,2,SK,2
KK(SKSS)K,1,KK,2
KK(S(KS)S)K,1,KK,2
KK(SK(SS))K,1,KK,2
KK(S(KSS))K,1,KK,2
KK(S(K(SS)))K,1,KK,2
K(KS(KS)S)K,2,SS,2
K(K(SK)(SS))K,2,SK,2
K(K(SKSS))K,3,KS,2
K(K(SK))S(SK),2,SK,2
KKS(KS)(SK),2,KS,2
K(KSKS)(SK),2,SS,2
K(K(SK)S)(SK),2,SK,2
KKS(KS(SK)),2,KS,2
K(KS)(KSSK),1,KS,2
K(KS)(K(SS)K),1,KS,2
K(KS)(KS(SK)),1,KS,2
K(KS)(K(SSK)),1,KS,2
K(KS)(K(S(SK))),1,KS,2
K(K(SK)SSK),3,KK,2
K(K(SKS)SK),3,KK,2
K(K(SKSS)K),3,KS,2
K(KS(KSSK)),1,KS,2
K(KS(K(SS)K)),1,KS,2
K(KS(KS(SK))),1,KS,2
K(KS(K(SSK))),1,KS,2
K(KS(K(S(SK)))),1,KS,2
KK(SK)SKS,2,SS,2
K(KS)(KS)KS,2,SS,2
K(KS(KS))KS,2,SS,2
KKSK(SK)S,2,KS,2
K(KS)K(SK)S,2,SS,2
KK(SK)(SK)S,2,SK,2
K(KSK)(SK)S,2,SS,2
K(K(SK))(SK)S,2,SK,2
KK(SKSK)S,1,KS,2
KK(S(KS)K)S,1,KS,2
KK(SK(SK))S,1,KS,2
KK(S(KSK))S,1,KS,2
KK(S(K(SK)))S,1,KS,2
K(KS(KS)K)S,2,SK,2
K(K(SK)(SK))S,2,SK,2
K(K(SKSK))S,3,KK,2
K(K(SK))S(KS),2,SK,2
KKS(KS)(KS),2,KS,2
K(KSKS)(KS),2,SS,2
K(K(SK)S)(KS),2,SK,2
KKS(KS(KS)),2,KS,2
K(KS)(KSKS),1,KS,2
K(KS)(K(SK)S),1,KS,2
K(KS)(KS(KS)),1,KS,2
K(KS)(K(SKS)),1,KS,2
K(KS)(K(S(KS))),1,KS,2
K(K(SK)SKS),3,KS,2
K(K(SKS)KS),3,KS,2
K(K(SKSK)S),3,KK,2
K(KS(KSKS)),1,KS,2
K(KS(K(SK)S)),1,KS,2
K(KS(KS(KS))),1,KS,2
K(KS(K(SKS))),1,KS,2
K(KS(K(S(KS)))),1,KS,2
KK(SK)SKK,2,SK,2
K(KS)(KS)KK,2,SK,2
K(KS(KS))KK,2,SK,2
KKSK(SK)K,2,KK,2
K(KS)K(SK)K,2,SK,2
KK(SK)(SK)K,2,SK,2
K(KSK)(SK)K,2,SK,2
K(K(SK))(SK)K,2,SK,2
KK(SKSK)K,1,KK,2
KK(S(KS)K)K,1,KK,2
KK(SK(SK))K,1,KK,2
KK(S(KSK))K,1,KK,2
KK(S(K(SK)))K,1,KK,2
K(KS(KS)K)K,2,SK,2
K(K(SK)(SK))K,2,SK,2
K(K(SKSK))K,3,KK,2
K(K(SK))S(KK),2,SK,2
KKS(KS)(KK),2,KS,2
K(KSKS)(KK),2,SS,2
K(K(SK)S)(KK),2,SK,2
KKS(KS(KK)),2,KS,2
K(KS)(KSKK),1,KS,2
K(KS)(K(SK)K),1,KS,2
K(KS)(KS(KK)),1,KS,2
K(KS)(K(SKK)),1,KS,2
K(KS)(K(S(KK))),1,KS,2
K(K(SK)SKK),3,KK,2
K(K(SKS)KK),3,KK,2
K(K(SKSK)K),3,KK,2
K(KS(KSKK)),1,KS,2
K(KS(K(SK)K)),1,KS,2
K(KS(KS(KK))),1,KS,2
K(KS(K(SKK))),1,KS,2
K(KS(K(S(KK)))),1,KS,2
KK(SK)KSS,2,KS,2
K(KS)(KK)SS,2,SS,2
K(KS(KK))SS,2,SS,2
KKSK(KS)S,2,KS,2
K(KS)K(KS)S,2,SS,2
KK(SK)(KS)S,2,KS,2
K(KSK)(KS)S,2,SS,2
K(K(SK))(KS)S,2,SK,2
KK(SKKS)S,1,KS,2
KK(S(KK)S)S,1,KS,2
KK(SK(KS))S,1,KS,2
KK(S(KKS))S,1,KS,2
KK(S(K(KS)))S,1,KS,2
K(KS(KK)S)S,2,SS,2
K(K(SK)(KS))S,2,SK,2
K(K(SKKS))S,3,KS,2
K(K(SK))K(SS),2,SK,2
KKS(KK)(SS),2,KK,2
K(KSKK)(SS),2,SK,2
K(K(SK)K)(SS),2,SK,2
KK(SK)(KSS),2,KS,2
KKS(KK(SS)),2,KK,2
K(KS)(KKSS),1,KS,2
K(KS)(K(KS)S),1,KS,2
K(KS)(KK(SS)),1,KS,2
K(KS)(K(KSS)),1,KS,2
K(KS)(K(K(SS))),1,KS,2
K(KSKKSS),3,KS,2
K(K(SK)KSS),3,KS,2
K(K(SKK)SS),3,KS,2
K(K(SKKS)S),3,KS,2
K(KS(KKSS)),1,KS,2
K(KS(K(KS)S)),1,KS,2
K(KS(KK(SS))),1,KS,2
K(KS(K(KSS))),1,KS,2
K(KS(K(K(SS)))),1,KS,2
KK(SK)KSK,2,KK,2
K(KS)(KK)SK,2,SK,2
K(KS(KK))SK,2,SK,2
KKSK(KS)K,2,KK,2
K(KS)K(KS)K,2,SK,2
KK(SK)(KS)K,2,KS,2
K(KSK)(KS)K,2,SK,2
K(K(SK))(KS)K,2,SK,2
KK(SKKS)K,1,KK,2
KK(S(KK)S)K,1,KK,2
KK(SK(KS))K,1,KK,2
KK(S(KKS))K,1,KK,2
KK(S(K(KS)))K,1,KK,2
K(KS(KK)S)K,2,SS,2
K(K(SK)(KS))K,2,SK,2
K(K(SKKS))K,3,KS,2
K(K(SK))K(SK),2,SK,2
KKS(KK)(SK),2,KK,2
K(KSKK)(SK),2,SK,2
K(K(SK)K)(SK),2,SK,2
KK(SK)(KSK),2,KS,2
KKS(KK(SK)),2,KK,2
K(KS)(KKSK),1,KS,2
K(KS)(K(KS)K),1,KS,2
K(KS)(KK(SK)),1,KS,2
K(KS)(K(KSK)),1,KS,2
K(KS)(K(K(SK))),1,KS,2
K(KSKKSK),3,KK,2
K(K(SK)KSK),3,KK,2
K(K(SKK)SK),3,KK,2
K(K(SKKS)K),3,KS,2
K(KS(KKSK)),1,KS,2
K(KS(K(KS)K)),1,KS,2
K(KS(KK(SK))),1,KS,2
K(KS(K(KSK))),1,KS,2
K(KS(K(K(SK)))),1,KS,2
KK(SK)KKS,2,KS,2
K(KS)(KK)KS,2,SS,2
K(KS(KK))KS,2,SS,2
KKSK(KK)S,2,KS,2
K(KS)K(KK)S,2,SS,2
KK(SK)(KK)S,2,KK,2
K(KSK)(KK)S,2,SS,2
K(K(SK))(KK)S,2,SK,2
KK(SKKK)S,1,KS,2
KK(S(KK)K)S,1,KS,2
KK(SK(KK))S,1,KS,2
KK(S(KKK))S,1,KS,2
KK(S(K(KK)))S,1,KS,2
K(KS(KK)K)S,2,SK,2
K(K(SK)(KK))S,2,SK,2
K(K(SKKK))S,3,KK,2
K(K(SK))K(KS),2,SK,2
KKS(KK)(KS),2,KK,2
K(KSKK)(KS),2,SK,2
K(K(SK)K)(KS),2,SK,2
KK(SK)(KKS),2,KK,2
KKS(KK(KS)),2,KK,2
K(KS)(KKKS),1,KS,2
K(KS)(K(KK)S),1,KS,2
K(KS)(KK(KS)),1,KS,2
K(KS)(K(KKS)),1,KS,2
K(KS)(K(K(KS))),1,KS,2
K(KSKKKS),3,KS,2
K(K(SK)KKS),3,KS,2
K(K(SKK)KS),3,KS,2
K(K(SKKK)S),3,KK,2
K(KS(KKKS)),1,KS,2
K(KS(K(KK)S)),1,KS,2
K(KS(KK(KS))),1,KS,2
K(KS(K(KKS))),1,KS,2
K(KS(K(K(KS)))),1,KS,2
KK(SK)KKK,2,KK,2
K(KS)(KK)KK,2,SK,2
K(KS(KK))KK,2,SK,2
KKSK(KK)K,2,KK,2
K(KS)K(KK)K,2,SK,2
KK(SK)(KK)K,2,KK,2
K(KSK)(KK)K,2,SK,2
K(K(SK))(KK)K,2,SK,2
KK(SKKK)K,1,KK,2
KK(S(KK)K)K,1,KK,2
KK(SK(KK))K,1,KK,2
KK(S(KKK))K,1,KK,2
KK(S(K(KK)))K,1,KK,2
K(KS(KK)K)K,2,SK,2
K(K(SK)(KK))K,2,SK,2
K(K(SKKK))K,3,KK,2
K(K(SK))K(KK),2,SK,2
KKS(KK)(KK),2,KK,2
K(KSKK)(KK),2,SK,2
K(K(SK)K)(KK),2,SK,2
KK(SK)(KKK),2,KK,2
KKS(KK(KK)),2,KK,2
K(KS)(KKKK),1,KS,2
K(KS)(K(KK)K),1,KS,2
K(KS)(KK(KK)),1,KS,2
K(KS)(K(KKK)),1,KS,2
K(KS)(K(K(KK))),1,KS,2
K(KSKKKK),3,KK,2
K(K(SK)KKK),3,KK,2
K(K(SKK)KK),3,KK,2
K(K(SKKK)K),3,KK,2
K(KS(KKKK)),1,KS,2
K(KS(K(KK)K)),1,KS,2
K(KS(KK(KK))),1,KS,2
K(KS(K(KKK))),1,KS,2
K(KS(K(K(KK)))),1,KS,2
KK(KS)SSS,2,SS,2
K(KK)(SS)SS,2,KS,2
K(KK(SS))SS,2,KS,2
KKKS(SS)S,2,SS,2
K(KK)S(SS)S,2,KS,2
KK(KS)(SS)S,2,SS,2
K(KKS)(SS)S,2,KS,2
K(K(KS))(SS)S,2,KS,2
KK(KSSS)S,1,KS,2
KK(K(SS)S)S,1,KS,2
KK(KS(SS))S,1,KS,2
KK(K(SSS))S,1,KS,2
KK(K(S(SS)))S,1,KS,2
K(KK(SS)S)S,2,KS,2
K(K(KS)(SS))S,2,KS,2
K(K(KS(SS)))S,2,KS,2
K(K(KS))S(SS),2,KS,2
KKK(SS)(SS),2,SS,2
K(KKSS)(SS),2,KS,2
K(K(KS)S)(SS),2,KS,2
K(K(KSS))(SS),2,KS,2
K(KK)(SSSS),1,KK,2
K(KK)(S(SS)S),1,KK,2
K(KK)(SS(SS)),1,KK,2
K(KK)(S(SSS)),1,KK,2
K(KK)(S(S(SS))),1,KK,2
K(KK(SS)SS),2,KS,2
K(K(KS)(SS)S),2,KS,2
K(K(KS(SS))S),2,KS,2
K(KKSS(SS)),2,KS,2
K(K(KS)S(SS)),2,KS,2
K(K(KSS)(SS)),2,KS,2
K(KK(SSSS)),1,KK,2
K(KK(S(SS)S)),1,KK,2
K(KK(SS(SS))),1,KK,2
K(KK(S(SSS))),1,KK,2
K(KK(S(S(SS)))),1,KK,2
KK(KS)SSK,2,SK,2
K(KK)(SS)SK,2,KK,2
K(KK(SS))SK,2,KK,2
KKKS(SS)K,2,SK,2
K(KK)S(SS)K,2,KK,2
KK(KS)(SS)K,2,SS,2
K(KKS)(SS)K,2,KK,2
K(K(KS))(SS)K,2,KS,2
KK(KSSS)K,1,KK,2
KK(K(SS)S)K,1,KK,2
KK(KS(SS))K,1,KK,2
KK(K(SSS))K,1,KK,2
KK(K(S(SS)))K,1,KK,2
K(KK(SS)S)K,2,KS,2
K(K(KS)(SS))K,2,KS,2
K(K(KS(SS)))K,2,KS,2
K(K(KS))S(SK),2,KS,2
KKK(SS)(SK),2,SS,2
K(KKSS)(SK),2,KS,2
K(K(KS)S)(SK),2,KS,2
K(K(KSS))(SK),2,KS,2
K(KK)(SSSK),1,KK,2
K(KK)(S(SS)K),1,KK,2
K(KK)(SS(SK)),1,KK,2
K(KK)(S(SSK)),1,KK,2
K(KK)(S(S(SK))),1,KK,2
K(KK(SS)SK),2,KS,2
K(K(KS)(SS)K),2,KS,2
K(K(KS(SS))K),2,KS,2
K(KKSS(SK)),2,KS,2
K(K(KS)S(SK)),2,KS,2
K(K(KSS)(SK)),2,KS,2
K(KK(SSSK)),1,KK,2
K(KK(S(SS)K)),1,KK,2
K(KK(SS(SK))),1,KK,2
K(KK(S(SSK))),1,KK,2
K(KK(S(S(SK)))),1,KK,2
KK(KS)SKS,2,SS,2
K(KK)(SS)KS,2,KS,2
K(KK(SS))KS,2,KS,2
KKKS(SK)S,2,SS,2
K(KK)S(SK)S,2,KS,2
KK(KS)(SK)S,2,SK,2
K(KKS)(SK)S,2,KS,2
K(K(KS))(SK)S,2,KS,2
KK(KSSK)S,1,KS,2
KK(K(SS)K)S,1,KS,2
KK(KS(SK))S,1,KS,2
KK(K(SSK))S,1,KS,2
KK(K(S(SK)))S,1,KS,2
K(KK(SS)K)S,2,KK,2
K(K(KS)(SK))S,2,KS,2
K(K(KS(SK)))S,2,KS,2
K(K(KS))S(KS),2,KS,2
KKK(SS)(KS),2,SS,2
K(KKSS)(KS),2,KS,2
K(K(KS)S)(KS),2,KS,2
K(K(KSS))(KS),2,KS,2
K(KK)(SSKS),1,KK,2
K(KK)(S(SK)S),1,KK,2
K(KK)(SS(KS)),1,KK,2
K(KK)(S(SKS)),1,KK,2
K(KK)(S(S(KS))),1,KK,2
K(KK(SS)KS),2,KK,2
K(K(KS)(SK)S),2,KS,2
K(K(KS(SK))S),2,KS,2
K(KKSS(KS)),2,KS,2
K(K(KS)S(KS)),2,KS,2
K(K(KSS)(KS)),2,KS,2
K(KK(SSKS)),1,KK,2
K(KK(S(SK)S)),1,KK,2
K(KK(SS(KS))),1,KK,2
K(KK(S(SKS))),1,KK,2
K(KK(S(S(KS)))),1,KK,2
KK(KS)SKK,2,SK,2
K(KK)(SS)KK,2,KK,2
K(KK(SS))KK,2,KK,2
KKKS(SK)K,2,SK,2
K(KK)S(SK)K,2,KK,2
KK(KS)(SK)K,2,SK,2
K(KKS)(SK)K,2,KK,2
K(K(KS))(SK)K,2,KS,2
KK(KSSK)K,1,KK,2
KK(K(SS)K)K,1,KK,2
KK(KS(SK))K,1,KK,2
KK(K(SSK))K,1,KK,2
KK(K(S(SK)))K,1,KK,2
K(KK(SS)K)K,2,KK,2
K(K(KS)(SK))K,2,KS,2
K(K(KS(SK)))K,2,KS,2
K(K(KS))S(KK),2,KS,2
KKK(SS)(KK),2,SS,2
K(KKSS)(KK),2,KS,2
K(K(KS)S)(KK),2,KS,2
K(K(KSS))(KK),2,KS,2
K(KK)(SSKK),1,KK,2
K(KK)(S(SK)K),1,KK,2
K(KK)(SS(KK)),1,KK,2
K(KK)(S(SKK)),1,KK,2
K(KK)(S(S(KK))),1,KK,2
K(KK(SS)KK),2,KK,2
K(K(KS)(SK)K),2,KS,2
K(K(KS(SK))K),2,KS,2
K(KKSS(KK)),2,KS,2
K(K(KS)S(KK)),2,KS,2
K(K(KSS)(KK)),2,KS,2
K(KK(SSKK)),1,KK,2
K(KK(S(SK)K)),1,KK,2
K(KK(SS(KK))),1,KK,2
K(KK(S(SKK))),1,KK,2
K(KK(S(S(KK)))),1,KK,2
KK(KS)KSS,2,KS,2
K(KK)(SK)SS,2,KS,2
K(KK(SK))SS,2,KS,2
KKKS(KS)S,2,SS,2
K(KK)S(KS)S,2,KS,2
KK(KS)(KS)S,2,KS,2
K(KKS)(KS)S,2,KS,2
K(K(KS))(KS)S,2,KS,2
KK(KSKS)S,1,KS,2
KK(K(SK)S)S,1,KS,2
KK(KS(KS))S,1,KS,2
KK(K(SKS))S,1,KS,2
KK(K(S(KS)))S,1,KS,2
K(KK(SK)S)S,2,KS,2
K(K(KS)(KS))S,2,KS,2
K(K(KS(KS)))S,2,KS,2
K(K(KS))K(SS),2,KS,2
KKK(SK)(SS),2,SK,2
K(KKSK)(SS),2,KK,2
K(K(KS)K)(SS),2,KS,2
K(K(KSK))(SS),2,KS,2
KK(KS)(KSS),2,KS,2
KKK(SKSS),3,KS,2
K(KK)(SKSS),1,KK,2
K(KK)(S(KS)S),1,KK,2
K(KK)(SK(SS)),1,KK,2
K(KK)(S(KSS)),1,KK,2
K(KK)(S(K(SS))),1,KK,2
K(KK(SK)SS),2,KS,2
K(K(KS)(KS)S),2,KS,2
K(K(KS(KS))S),2,KS,2
K(KKSK(SS)),2,KK,2
K(K(KS)K(SS)),2,KS,2
K(K(KSK)(SS)),2,KS,2
K(KK(SKSS)),1,KK,2
K(KK(S(KS)S)),1,KK,2
K(KK(SK(SS))),1,KK,2
K(KK(S(KSS))),1,KK,2
K(KK(S(K(SS)))),1,KK,2
KK(KS)KSK,2,KK,2
K(KK)(SK)SK,2,KK,2
K(KK(SK))SK,2,KK,2
KKKS(KS)K,2,SK,2
K(KK)S(KS)K,2,KK,2
KK(KS)(KS)K,2,KS,2
K(KKS)(KS)K,2,KK,2
K(K(KS))(KS)K,2,KS,2
KK(KSKS)K,1,KK,2
KK(K(SK)S)K,1,KK,2
KK(KS(KS))K,1,KK,2
KK(K(SKS))K,1,KK,2
KK(K(S(KS)))K,1,KK,2
K(KK(SK)S)K,2,KS,2
K(K(KS)(KS))K,2,KS,2
K(K(KS(KS)))K,2,KS,2
K(K(KS))K(SK),2,KS,2
KKK(SK)(SK),2,SK,2
K(KKSK)(SK),2,KK,2
K(K(KS)K)(SK),2,KS,2
K(K(KSK))(SK),2,KS,2
KK(KS)(KSK),2,KS,2
KKK(SKSK),3,KK,2
K(KK)(SKSK),1,KK,2
K(KK)(S(KS)K),1,KK,2
K(KK)(SK(SK)),1,KK,2
K(KK)(S(KSK)),1,KK,2
K(KK)(S(K(SK))),1,KK,2
K(KK(SK)SK),2,KS,2
K(K(KS)(KS)K),2,KS,2
K(K(KS(KS))K),2,KS,2
K(KKSK(SK)),2,KK,2
K(K(KS)K(SK)),2,KS,2
K(K(KSK)(SK)),2,KS,2
K(KK(SKSK)),1,KK,2
K(KK(S(KS)K)),1,KK,2
K(KK(SK(SK))),1,KK,2
K(KK(S(KSK))),1,KK,2
K(KK(S(K(SK)))),1,KK,2
KK(KS)KKS,2,KS,2
K(KK)(SK)KS,2,KS,2
K(KK(SK))KS,2,KS,2
KKKS(KK)S,2,SS,2
K(KK)S(KK)S,2,KS,2
KK(KS)(KK)S,2,KK,2
K(KKS)(KK)S,2,KS,2
K(K(KS))(KK)S,2,KS,2
KK(KSKK)S,1,KS,2
KK(K(SK)K)S,1,KS,2
KK(KS(KK))S,1,KS,2
KK(K(SKK))S,1,KS,2
KK(K(S(KK)))S,1,KS,2
K(KK(SK)K)S,2,KK,2
K(K(KS)(KK))S,2,KS,2
K(K(KS(KK)))S,2,KS,2
K(K(KS))K(KS),2,KS,2
KKK(SK)(KS),2,SK,2
K(KKSK)(KS),2,KK,2
K(K(KS)K)(KS),2,KS,2
K(K(KSK))(KS),2,KS,2
KK(KS)(KKS),2,KK,2
KKK(SKKS),3,KS,2
K(KK)(SKKS),1,KK,2
K(KK)(S(KK)S),1,KK,2
K(KK)(SK(KS)),1,KK,2
K(KK)(S(KKS)),1,KK,2
K(KK)(S(K(KS))),1,KK,2
K(KK(SK)KS),2,KK,2
K(K(KS)(KK)S),2,KS,2
K(K(KS(KK))S),2,KS,2
K(KKSK(KS)),2,KK,2
K(K(KS)K(KS)),2,KS,2
K(K(KSK)(KS)),2,KS,2
K(KK(SKKS)),1,KK,2
K(KK(S(KK)S)),1,KK,2
K(KK(SK(KS))),1,KK,2
K(KK(S(KKS))),1,KK,2
K(KK(S(K(KS)))),1,KK,2
KK(KS)KKK,2,KK,2
K(KK)(SK)KK,2,KK,2
K(KK(SK))KK,2,KK,2
KKKS(KK)K,2,SK,2
K(KK)S(KK)K,2,KK,2
KK(KS)(KK)K,2,KK,2
K(KKS)(KK)K,2,KK,2
K(K(KS))(KK)K,2,KS,2
KK(KSKK)K,1,KK,2
KK(K(SK)K)K,1,KK,2
KK(KS(KK))K,1,KK,2
KK(K(SKK))K,1,KK,2
KK(K(S(KK)))K,1,KK,2
K(KK(SK)K)K,2,KK,2
K(K(KS)(KK))K,2,KS,2
K(K(KS(KK)))K,2,KS,2
K(K(KS))K(KK),2,KS,2
KKK(SK)(KK),2,SK,2
K(KKSK)(KK),2,KK,2
K(K(KS)K)(KK),2,KS,2
K(K(KSK))(KK),2,KS,2
KK(KS)(KKK),2,KK,2
KKK(SKKK),3,KK,2
K(KK)(SKKK),1,KK,2
K(KK)(S(KK)K),1,KK,2
K(KK)(SK(KK)),1,KK,2
K(KK)(S(KKK)),1,KK,2
K(KK)(S(K(KK))),1,KK,2
K(KK(SK)KK),2,KK,2
K(K(KS)(KK)K),2,KS,2
K(K(KS(KK))K),2,KS,2
K(KKSK(KK)),2,KK,2
K(K(KS)K(KK)),2,KS,2
K(K(KSK)(KK)),2,KS,2
K(KK(SKKK)),1,KK,2
K(KK(S(KK)K)),1,KK,2
K(KK(SK(KK))),1,KK,2
K(KK(S(KKK))),1,KK,2
K(KK(S(K(KK)))),1,KK,2
KK(KK)SSS,2,SS,2
K(KK)(KS)SS,2,KS,2
K(KK(KS))SS,2,KS,2
KKKK(SS)S,2,KS,2
K(KK)K(SS)S,2,KS,2
KK(KK)(SS)S,2,SS,2
K(KKK)(SS)S,2,KS,2
K(K(KK))(SS)S,2,KK,2
KK(KKSS)S,1,KS,2
KK(K(KS)S)S,1,KS,2
KK(KK(SS))S,1,KS,2
KK(K(KSS))S,1,KS,2
KK(K(K(SS)))S,1,KS,2
K(KK(KS)S)S,2,KS,2
K(K(KK)(SS))S,2,KK,2
K(K(KK(SS)))S,2,KK,2
K(K(KK))S(SS),2,KK,2
KKK(KS)(SS),2,KS,2
K(KKKS)(SS),2,KS,2
K(K(KK)S)(SS),2,KK,2
K(K(KKS))(SS),2,KK,2
KKK(KS(SS)),2,KS,2
K(KK)(KSSS),1,KK,2
K(KK)(K(SS)S),1,KK,2
K(KK)(KS(SS)),1,KK,2
K(KK)(K(SSS)),1,KK,2
K(KK)(K(S(SS))),1,KK,2
K(KK(KS)SS),2,KS,2
K(K(KK)(SS)S),2,KK,2
K(K(KK(SS))S),2,KK,2
K(KKKS(SS)),2,KS,2
K(K(KK)S(SS)),2,KK,2
K(K(KKS)(SS)),2,KK,2
K(KK(KSSS)),1,KK,2
K(KK(K(SS)S)),1,KK,2
K(KK(KS(SS))),1,KK,2
K(KK(K(SSS))),1,KK,2
K(KK(K(S(SS)))),1,KK,2
KK(KK)SSK,2,SK,2
K(KK)(KS)SK,2,KK,2
K(KK(KS))SK,2,KK,2
KKKK(SS)K,2,KK,2
K(KK)K(SS)K,2,KK,2
KK(KK)(SS)K,2,SS,2
K(KKK)(SS)K,2,KK,2
K(K(KK))(SS)K,2,KK,2
KK(KKSS)K,1,KK,2
KK(K(KS)S)K,1,KK,2
KK(KK(SS))K,1,KK,2
KK(K(KSS))K,1,KK,2
KK(K(K(SS)))K,1,KK,2
K(KK(KS)S)K,2,KS,2
K(K(KK)(SS))K,2,KK,2
K(K(KK(SS)))K,2,KK,2
K(K(KK))S(SK),2,KK,2
KKK(KS)(SK),2,KS,2
K(KKKS)(SK),2,KS,2
K(K(KK)S)(SK),2,KK,2
K(K(KKS))(SK),2,KK,2
KKK(KS(SK)),2,KS,2
K(KK)(KSSK),1,KK,2
K(KK)(K(SS)K),1,KK,2
K(KK)(KS(SK)),1,KK,2
K(KK)(K(SSK)),1,KK,2
K(KK)(K(S(SK))),1,KK,2
K(KK(KS)SK),2,KS,2
K(K(KK)(SS)K),2,KK,2
K(K(KK(SS))K),2,KK,2
K(KKKS(SK)),2,KS,2
K(K(KK)S(SK)),2,KK,2
K(K(KKS)(SK)),2,KK,2
K(KK(KSSK)),1,KK,2
K(KK(K(SS)K)),1,KK,2
K(KK(KS(SK))),1,KK,2
K(KK(K(SSK))),1,KK,2
K(KK(K(S(SK)))),1,KK,2
KK(KK)SKS,2,SS,2
K(KK)(KS)KS,2,KS,2
K(KK(KS))KS,2,KS,2
KKKK(SK)S,2,KS,2
K(KK)K(SK)S,2,KS,2
KK(KK)(SK)S,2,SK,2
K(KKK)(SK)S,2,KS,2
K(K(KK))(SK)S,2,KK,2
KK(KKSK)S,1,KS,2
KK(K(KS)K)S,1,KS,2
KK(KK(SK))S,1,KS,2
KK(K(KSK))S,1,KS,2
KK(K(K(SK)))S,1,KS,2
K(KK(KS)K)S,2,KK,2
K(K(KK)(SK))S,2,KK,2
K(K(KK(SK)))S,2,KK,2
K(K(KK))S(KS),2,KK,2
KKK(KS)(KS),2,KS,2
K(KKKS)(KS),2,KS,2
K(K(KK)S)(KS),2,KK,2
K(K(KKS))(KS),2,KK,2
KKK(KS(KS)),2,KS,2
K(KK)(KSKS),1,KK,2
K(KK)(K(SK)S),1,KK,2
K(KK)(KS(KS)),1,KK,2
K(KK)(K(SKS)),1,KK,2
K(KK)(K(S(KS))),1,KK,2
K(KK(KS)KS),2,KK,2
K(K(KK)(SK)S),2,KK,2
K(K(KK(SK))S),2,KK,2
K(KKKS(KS)),2,KS,2
K(K(KK)S(KS)),2,KK,2
K(K(KKS)(KS)),2,KK,2
K(KK(KSKS)),1,KK,2
K(KK(K(SK)S)),1,KK,2
K(KK(KS(KS))),1,KK,2
K(KK(K(SKS))),1,KK,2
K(KK(K(S(KS)))),1,KK,2
KK(KK)SKK,2,SK,2
K(KK)(KS)KK,2,KK,2
K(KK(KS))KK,2,KK,2
KKKK(SK)K,2,KK,2
K(KK)K(SK)K,2,KK,2
KK(KK)(SK)K,2,SK,2
